user1,user2
19422,4211
4211,11169
11169,10488
10488,12763
12763,17168
17168,20715
20715,21690
21690,3102
3102,3090
3090,10511
10511,12881
12881,10719
10719,1315
1315,10765
10765,11021
11021,1236
1236,12211
12211,5871
5871,7473
7473,20019
20019,16455
16455,14728
14728,860
860,16860
16860,39
39,14370
14370,14502
14502,17409
17409,13602
13602,18213
18213,14127
14127,18128
18128,3531
3531,19215
19215,20289
20289,15440
15440,18129
18129,16795
16795,543
543,13726
13726,18190
18190,6460
6460,2878
2878,855
855,13137
13137,12130
12130,10652
10652,9153
903,3582
3582,16149
16149,13613
13613,12510
12510,14395
14395,4192
14041,3348
3348,14251
14251,12881
12881,13823
13823,16455
16455,19851
19851,13916
13916,7014
7014,1919
1919,10285
10285,11970
11970,8954
9334,1330
1330,1418
1418,1904
1904,9481
9481,5882
5882,16455
16455,18981
18981,10487
10487,13726
17870,12837
12837,19247
19247,13709
13709,8174
8174,6656
6656,3685
3685,21599
21599,14736
14736,22854
22854,15816
4699,3158
3158,20532
20532,4658
4658,3348
3348,13823
11665,20033
20033,21438
21438,4886
4886,14631
14631,22545
22545,11676
8830,6430
6430,15266
15266,7482
7482,20752
20752,19663
19663,18093
18093,15108
15108,4489
4489,13938
13938,11351
11351,21413
21413,21974
21974,12092
12092,16149
16149,17402
17402,12313
12313,22335
22335,12847
12847,19407
19407,13276
13276,1773
18552,9890
9890,5569
5569,9036
9036,4293
4293,18376
18376,14062
14062,13783
13783,7014
13009,4530
4530,13613
13613,14395
14395,11872
11872,7767
7767,16149
16149,17026
17026,17870
17870,12881
12881,19663
19663,21185
21185,6430
6430,18201
18201,15962
15962,4668
4668,2167
2167,12465
12465,656
656,16455
16455,4139
4139,22854
22854,21700
21700,20298
20298,19226
19226,12024
12024,868
868,5841
6672,6319
6319,11776
11776,5366
5366,13622
13622,870
870,472
472,13644
13644,15676
15676,919
13868,15669
15669,11096
11096,15465
15465,4658
4658,6635
18099,21138
21138,5343
5343,11564
11564,15758
15758,21923
21923,17032
17032,1995
17870,21700
21700,12881
12881,12211
12211,21189
21189,11793
11793,7014
15479,18394
18394,19133
19133,11469
11469,10951
10951,9688
9688,9589
1014,13882
13882,12024
12024,11624
11624,246
246,13681
13681,8355
8355,12922
12922,4888
4888,22509
22509,65
65,10997
10997,3384
3384,13479
13479,11159
11159,13389
13389,10080
10080,12976
12976,20926
20926,17692
17692,10668
10668,8430
8430,12415
12415,4211
4211,10003
10003,5453
5453,14246
14246,20618
20618,17143
17143,19867
19867,13959
13959,14601
14601,19759
19759,9109
9109,2699
2699,20976
20976,857
857,4551
4551,22897
22897,12064
12064,12645
12645,7344
7344,11212
11212,20211
20211,20324
20324,138
138,14548
14548,19101
19101,19728
19728,22769
22769,18854
18854,18304
18304,21026
21026,13165
13165,1211
1211,19583
19583,155
155,4501
4501,817
817,3171
3171,22812
22812,4643
4643,1070
1070,18135
18135,20376
20376,3498
3498,11589
11589,160
160,19916
19916,19376
19376,16233
16233,2226
2226,5717
5717,12568
12568,8475
8475,19061
19061,4707
4707,7410
7410,13635
13635,21240
21240,5145
5145,1024
1024,9647
9647,16511
16511,5570
5570,5543
5543,20437
20437,11627
11627,6139
6139,13265
13265,21947
21947,12661
12661,6985
6985,14022
14022,779
779,8171
8171,21840
21840,20839
20839,22507
22507,22556
22556,6150
6150,22204
22204,7459
7459,4063
4063,22111
22111,12771
12771,5396
5396,22237
22237,18420
18420,18174
18174,5398
5398,9278
13868,1919
1919,9178
9178,19981
19981,17530
17530,4641
4641,12376
12376,6203
6203,4910
4910,15300
15300,12881
12881,22005
22005,12211
12211,17870
17870,16304
16304,15330
15330,903
903,22671
22671,21012
21012,9134
9134,8095
8095,3461
3461,10230
10230,9153
9153,9719
9719,10418
10418,4423
4423,10218
10218,1334
1334,19663
19663,8174
8174,9006
9006,20376
20376,7763
7763,2925
2925,12005
12005,2740
2740,12656
12656,3885
3885,18018
18018,5381
5381,6806
6806,21700
21700,7332
7332,766
766,22317
22317,3882
3882,4202
4202,402
402,11245
11245,4658
4658,15094
15094,12863
12863,17213
17213,9159
9159,18695
18695,2997
2997,394
394,2893
2893,461
461,3191
3191,4634
4634,12064
12064,4916
4916,16972
16972,7671
7671,22496
22496,8018
8018,16176
16176,451
451,6710
6710,18129
18129,1762
1762,10548
10548,9939
9939,21515
21515,3793
3793,13311
13311,13487
13487,3309
3309,17924
17924,18867
18867,15488
15488,5841
5841,7718
7718,10285
10285,4063
4063,7014
7014,18655
18655,8472
8472,16188
16188,12327
12327,8240
8240,855
855,10930
10930,11271
11271,18519
18519,6263
19870,15554
15554,21012
21012,9798
9798,21890
21890,11953
11953,4680
4680,19101
19101,1250
1250,13907
13907,12277
12277,19937
19937,8830
8830,418
418,2010
2010,19471
19471,14866
14866,80
80,7256
7256,13916
13916,11551
11551,2726
2726,6662
6662,729
729,9472
9472,5220
5220,14524
14524,22014
22014,12389
12389,12460
12460,15191
15191,15456
15456,6453
6453,3199
3199,17720
17720,18442
18442,2397
2397,13466
13466,7290
903,19663
19663,13613
13613,13709
13709,7767
7767,15962
15962,12847
12847,9897
9897,21700
21700,6462
6462,16455
16455,22854
22854,16972
16972,21515
21515,7014
17327,5832
5832,9649
9649,20380
20380,15816
15816,21545
21545,16023
16023,7014
8866,11353
11353,13938
13938,17008
17008,11832
11832,19226
19226,10749
10749,9183
9183,13049
13049,7595
7595,17135
17135,11017
8931,20057
20057,7173
7173,17612
17612,21630
21630,18816
18816,19947
19494,13568
13568,9930
9930,6912
6912,11692
11692,15715
15715,5370
5370,20434
20434,16790
16790,8302
8302,22902
22902,18897
18897,1538
1538,6900
6900,7493
7493,17858
17858,3143
3143,15396
781,8781
8781,12573
12573,8288
8288,16544
16544,2298
2298,21589
21589,7014
13009,10399
10399,7498
7498,2195
2195,19663
19663,15996
21700,7693
7693,10908
10908,541
541,6662
6662,19004
19004,8323
8323,9178
9178,13462
13462,19494
19494,14031
14031,141
141,3372
3372,10754
10754,21656
21656,17870
17870,16831
16831,4082
4082,22434
22434,5717
5717,1052
1052,11548
11548,2010
2010,17548
17548,10918
10918,1901
1901,8785
8785,16034
16034,4887
4887,13281
13281,13435
13435,3138
3138,21494
21494,19663
19663,3644
3644,21840
21840,17311
17311,3385
3385,19579
19579,8079
8079,16538
16538,19471
19471,12323
12323,4265
4265,7327
7327,15669
15669,4202
4202,10418
10418,18129
18129,2839
2839,7418
7418,22304
22304,7440
7440,7014
1818,19981
19981,21515
21515,9926
9926,13651
13651,15563
15563,19288
19288,19663
19663,10418
10418,461
461,1589
1589,18679
18679,19643
19643,20427
20427,18884
18884,11845
11845,10230
10230,5624
5624,12590
12590,9153
9153,17530
17530,1919
1919,12098
12098,10547
10547,13924
13924,20533
20533,22329
22329,9466
9466,17557
17557,3348
3348,4202
4202,12881
12881,16795
16795,9476
9476,12025
12025,22143
22143,10767
10767,10768
10768,4139
4139,16559
16559,12922
12922,13432
13432,18341
18341,16824
16824,20045
20045,9481
9481,9391
9391,2505
2505,16023
16023,766
10591,3208
3208,11498
11498,18836
18836,14669
14669,21038
21038,16036
10719,122
122,2010
2010,6730
6730,15482
15482,8581
8581,15094
15094,12657
12657,14296
14296,19479
19479,14822
14822,14988
10166,4192
4192,14099
14099,13442
13442,7014
7014,20503
5453,903
903,16227
16227,13009
13009,8174
8174,21700
21700,6641
6641,10230
10230,19663
19663,13907
13907,18728
18728,2593
2593,1476
1476,21515
21515,1919
1919,9609
9609,153
153,15962
15962,22752
22752,7767
7767,8577
8577,19471
19471,8095
8095,3569
3569,5947
5947,14432
14432,21413
21413,19224
19224,12
12,4530
4530,20180
20180,11973
11973,6232
6232,5713
5713,10749
10749,16795
16795,1304
1304,17307
17307,15582
15582,7671
7671,5531
5531,16680
16680,9195
9195,5569
5569,20850
20850,22875
22875,12729
12729,12024
12024,18438
18438,9958
9958,18341
18341,13819
13819,10767
10767,7144
7144,19622
19622,3274
3274,7014
7014,767
767,4910
4910,14925
14925,7251
19663,4013
4013,122
122,17870
17870,22854
22854,22688
22688,12211
19663,903
903,2010
2010,2925
2925,17870
17870,16110
16110,22688
22688,13907
13907,12112
12112,3191
3191,1317
1317,7705
7705,20816
20816,4916
4916,7144
7144,6662
6662,272
272,541
541,9178
1818,21700
21700,19663
19663,14354
14354,21515
21515,10230
10230,21012
21012,903
903,5953
5953,5772
5772,2893
2893,13651
13651,17530
17530,2538
2538,11832
11832,7270
7270,17856
17856,16913
15816,903
903,7425
7425,709
709,14546
14546,22709
2010,11872
11872,13613
13613,19663
19663,12005
12005,8174
8174,18155
18155,22854
22854,18675
18675,6425
6425,21515
21515,10230
10230,11138
11138,15962
15962,1818
1818,14354
14354,5782
5782,4926
4926,14223
14223,20650
20650,14505
14505,2167
2167,5366
5366,20298
20298,16117
16117,17557
17557,16991
16991,4737
4737,17077
17077,1567
1567,6084
6084,18719
18719,10779
10779,1919
1919,5772
5772,4834
4834,13033
13033,20358
20358,21793
21793,17920
17920,14003
14003,8188
8188,12831
12831,21700
21700,11745
11745,16727
16727,16743
16743,1067
1067,4023
4023,1612
1612,2105
2105,15816
15816,10572
10572,18167
18167,4848
4848,16455
16455,22030
22030,18109
18109,23066
23066,1537
1537,5778
5778,762
762,3431
3431,20987
20987,22875
22875,22551
22551,2940
2940,1950
1950,13651
13651,14356
14356,13302
13302,22888
22888,5713
5713,18687
18687,10357
10357,16137
16137,21413
21413,12891
12891,3795
3795,18230
18230,2852
2852,6248
6248,2648
2648,14631
14631,3424
3424,2303
2303,19475
19475,4530
4530,19062
19062,22151
22151,14370
14370,7269
7269,12063
12063,11096
11096,15353
15353,2535
2535,3986
3986,2538
2538,12874
12874,16149
16149,2893
2893,22208
22208,16934
16934,21185
21185,2334
2334,11332
11332,11676
11676,18414
18414,5611
5611,12577
12577,4581
4581,5841
5841,767
767,2720
2720,1851
1851,12881
12881,8581
8581,2156
2156,202
202,10361
10361,7293
7293,17281
17281,10301
10301,11476
11476,7746
7746,18213
18213,12735
12735,7386
7386,12983
12983,7718
16040,15330
15330,4256
4256,19423
19423,20393
20393,4464
4464,3348
3348,6868
6868,12881
12881,17870
17870,7680
7680,8861
8861,966
966,4910
4910,9018
9018,7014
17559,19008
19008,10230
10230,23066
23066,17281
17281,12881
12881,7014
3348,3951
3951,19663
19663,17559
17559,10418
10418,2893
2893,6169
6169,19096
19096,21675
21675,4209
4209,21138
21138,15660
15660,1738
1738,10285
10285,7014
7014,10767
10767,12881
12881,4706
4706,4604
4604,21974
12707,7800
7800,21127
21127,20882
20882,5659
5659,3661
3661,12750
12750,5329
5329,7331
7331,3482
3482,3137
3137,2740
2740,9117
9117,17939
17939,14203
14203,47
47,10230
10230,21020
21020,18059
18059,18995
18995,8255
8255,17300
17300,9466
9466,3166
3166,21813
21813,12073
20084,10230
10230,6662
6662,2893
2893,17220
17220,21515
21515,7014
18371,3115
3115,10308
10308,394
394,10379
10379,21138
21138,17247
17247,11354
11354,11705
11705,3441
3441,15093
285,23062
23062,11725
11725,9377
9377,5453
5453,12366
12366,2054
2054,21760
21760,19494
19494,12098
12098,12064
12064,903
903,7188
7188,16844
16844,13600
13600,20056
20056,16735
16735,3582
3582,8174
8174,18093
18093,10807
10807,20211
20211,8938
8938,9793
9793,19663
19663,18328
18328,5885
5885,22482
22482,17726
17726,16374
16374,14079
14079,7482
7482,15266
15266,3451
3451,15880
15880,8830
8830,20807
20807,13660
13660,11096
11096,4433
4433,21700
21700,5409
5409,15715
15715,16459
16459,16541
16541,12881
12881,19000
19000,6986
6986,9899
9899,20223
20223,5479
5479,13545
13545,21733
21733,5659
5659,2167
2167,5832
5832,22949
22949,13729
13729,1520
1520,17939
17939,16396
16396,12291
12291,10230
10230,16286
16286,14046
14046,3463
3463,10479
10479,4489
4489,17870
17870,13106
13106,13644
13644,21974
21974,15962
15962,12211
12211,8514
8514,10435
10435,16948
16948,21295
21295,12088
12088,6232
6232,16432
16432,15094
15094,18128
18128,13116
13116,15267
15267,7671
7671,8402
8402,22528
22528,12005
12005,14953
14953,13573
13573,10768
10768,16912
16912,5736
5736,3897
3897,6169
6169,17559
17559,7072
7072,8379
8379,12419
12419,19952
19952,18341
18341,3153
3153,18008
18008,13627
13627,13651
13651,9370
9370,16697
16697,12024
12024,12490
12490,7014
7014,14877
14877,17695
17695,15330
15330,9561
9561,20815
20815,18438
4192,12736
12736,17073
17073,3679
3679,4040
4040,11126
11126,11354
11354,3676
3676,13726
13726,2096
15600,903
903,13613
13613,21515
21515,19247
19247,15962
15962,5409
5409,16149
16149,1612
1612,16455
16455,17038
17038,18442
18442,15816
15816,20380
20380,16188
16188,13600
13600,18836
18836,14354
14354,16036
16036,21413
21413,12092
12092,7849
7849,12510
12510,19438
16107,18722
18722,6439
6439,5134
5134,22275
22275,15853
15853,10839
10839,2538
2538,13281
13281,4416
7375,21781
21781,6430
6430,16683
16683,1641
1641,21020
21020,13644
22035,11885
11885,17006
17006,4454
4454,14066
14066,20644
20644,22088
22088,1565
1565,6509
6509,4808
4808,2377
2377,7591
7591,21426
21426,12252
12252,16995
16995,4013
4013,4831
4831,832
832,22315
22315,2010
2010,9540
9540,13772
13772,19578
19578,6416
6416,19586
19586,8938
8938,4211
4211,13973
13973,1211
1211,19392
19392,9452
9452,5304
5304,21656
21656,6735
6735,23066
23066,3090
3090,8174
8174,13565
13565,11648
11648,2312
2312,1785
1785,18328
18328,19981
19981,12634
12634,15408
15408,8263
8263,19311
19311,4586
4586,5218
5218,22005
22005,903
903,5648
5648,9481
9481,3215
3215,3748
3748,9672
9672,3274
3274,17135
17135,9890
9890,17870
17870,21012
21012,19944
19944,22143
22143,80
80,13907
13907,8830
8830,18829
18829,10914
10914,16693
16693,12645
12645,16918
16918,15139
15139,4658
4658,18160
18160,932
932,19663
19663,6399
6399,1696
1696,6338
6338,2925
2925,3676
3676,4279
4279,11705
11705,10020
10020,14108
14108,6512
6512,21717
21717,2987
2987,8274
8274,20680
20680,696
696,16110
16110,309
309,17516
17516,5067
5067,19453
19453,2195
2195,12402
12402,21803
21803,8884
8884,3582
3582,15785
15785,22638
22638,4022
4022,11621
11621,20884
20884,12550
12550,8402
8402,21240
21240,10768
10768,20494
20494,17897
17897,14517
14517,20376
20376,12287
12287,1972
1972,22812
22812,8566
8566,284
284,11719
11719,22434
22434,14265
14265,2287
2287,17147
17147,19471
19471,19197
19197,21387
21387,3688
3688,14687
14687,6041
6041,13265
13265,8355
8355,5306
5306,16452
16452,21822
21822,21599
21599,19553
19553,7148
7148,16964
16964,3911
3911,6662
6662,19903
19903,12323
12323,394
394,18675
18675,18304
18304,4216
4216,16610
16610,15440
15440,260
260,12974
12974,7552
7552,20734
20734,3461
3461,9903
9903,17206
17206,8804
8804,10418
10418,18128
18128,1297
1297,14068
14068,5999
5999,12102
12102,18347
18347,22172
22172,4634
4634,18884
18884,11646
11646,3863
3863,22695
22695,22874
22874,5742
5742,13970
13970,311
311,21867
21867,18932
18932,12024
12024,2893
2893,11113
11113,17287
17287,22509
22509,11653
11653,18930
18930,1920
1920,6672
6672,1282
1282,2651
2651,17289
17289,18469
18469,11212
11212,4501
4501,16552
16552,15488
15488,6501
6501,9153
9153,10742
10742,19008
19008,16795
16795,3593
3593,4063
4063,15799
15799,19537
19537,8095
8095,20324
20324,8626
8626,5701
11666,13931
13931,13434
13434,12230
12230,20467
20467,4216
4216,3440
3440,13782
13782,18191
18191,6438
6438,3355
3355,1520
1520,16381
16381,21675
21675,16737
16737,3934
3934,6462
6462,5618
5618,13644
13644,13072
13072,1427
1427,21095
21095,1755
1755,19999
19999,5510
5510,5778
5778,15765
903,19663
19663,10230
10230,8174
8174,12098
12098,17870
17870,4433
4433,12088
12088,2893
2893,21197
21197,18341
18341,16128
16128,436
13410,6921
6921,7834
7834,14469
14469,15109
15109,8954
4192,11419
11419,7743
7743,12778
12778,4915
4915,21517
21517,14060
14060,17973
13462,21426
21426,9567
9567,12767
12767,5366
5366,15825
15825,2200
2200,7036
7036,21750
21750,14915
14915,7014
16743,9620
9620,3166
3166,47
47,4211
4211,18513
18513,16912
16912,22676
22676,15190
15190,4641
4641,17572
17572,5343
5343,19113
17939,21020
21020,18460
18460,7331
7331,9130
9130,16517
16517,19622
19622,7790
7790,14254
14254,742
742,7014
1615,5400
5400,4898
4898,14192
14192,10582
10582,11734
11734,21808
21808,21822
21822,3083
3083,18901
18901,11829
11829,7941
7941,567
567,8990
8990,6227
6227,17967
17967,1928
1928,3647
3647,16778
16778,10081
10081,17502
17502,21649
21649,22983
22983,8240
8240,17228
17228,11582
11582,3421
3421,865
865,140
140,19257
19257,17274
17274,18851
18851,8585
8585,4531
4531,22677
22677,2450
2450,476
476,11869
11869,7780
7780,5223
5223,22661
22661,7014
7014,17510
366,812
812,17473
17473,15857
15857,12092
12092,11754
11754,13987
13987,21617
21617,5413
5413,5892
5892,10230
10230,17599
17599,7729
7729,3354
3354,14866
14866,7887
7887,12466
12466,21813
21813,4419
4419,9969
8168,10341
10341,19310
19310,9707
9707,18014
18014,20214
20214,21609
21609,18643
18643,20680
20680,13827
13827,1054
1054,685
685,575
575,17409
17409,14370
14370,5190
5190,14587
14587,12143
12143,18469
18469,8165
8165,7086
7086,2194
8693,15277
15277,16287
16287,16452
16452,20211
20211,8315
8315,17870
17870,5440
5440,15951
15563,12881
12881,1607
1607,19663
19663,14354
14354,2793
2793,10767
12080,5821
5821,17043
17043,5374
5374,8168
8168,15078
15078,16297
16297,5773
5773,22229
22229,5968
5968,19557
19557,8085
8085,7323
7323,5901
5901,8151
8151,896
896,14027
14027,18817
18817,21131
21131,19980
19980,17674
17674,8636
8636,14975
14975,5183
5183,11371
11371,9672
9672,1925
1925,3009
3009,10399
10399,3775
3775,18256
18256,4910
4910,10804
10804,3348
3348,15687
15687,14082
14082,12644
12644,10190
10190,18478
18478,8355
8355,2532
2532,8240
8240,5326
5326,14417
14417,14524
14524,4012
4012,10113
10113,7449
5713,5991
5991,12881
12881,2893
2893,903
903,3519
3519,4910
4910,17530
17530,15330
15330,7763
7763,21515
21515,9540
9540,5953
5953,11191
11191,19663
19663,22962
22962,2156
2156,3835
3835,11064
11064,15353
15353,3090
3090,18190
18190,10749
10749,7014
7014,18884
18884,14515
14515,333
333,14826
10230,18552
18552,15962
15962,3208
3208,19947
19947,13250
17671,4658
4658,4192
4192,4174
4174,11419
11419,7743
7743,12778
12778,21517
21517,13442
13442,17973
20815,3662
3662,7610
7610,22877
22877,279
279,4583
4583,11865
13613,14395
14395,903
903,21700
21700,5713
5713,1607
1607,12881
12881,16455
16455,12211
12211,12847
12847,7014
7014,12465
14288,12737
12737,10166
10166,12932
12932,1330
1330,9334
9334,8535
8535,19557
19557,19241
19241,12442
12442,8395
8395,18394
18394,16857
16857,5885
5885,16014
16014,7482
7482,20971
20971,14687
14687,4602
4602,3520
3520,4737
4737,13348
13348,17566
17566,8239
8239,3676
3676,5959
5959,3695
3695,4040
4040,2790
2790,7173
7173,13281
13281,19131
19131,6018
6018,9318
9318,12426
12426,15320
15320,5889
5889,13726
6330,4966
4966,9814
9814,16541
16541,15396
15396,21309
21309,22750
1662,305
305,4568
4568,7598
7598,7227
7227,10646
10646,2592
10764,7416
7416,14687
14687,7144
7144,10323
10323,18033
18033,12080
12080,16688
16688,17470
17470,870
870,749
749,13462
13462,20532
20532,5314
5314,595
595,16778
16778,16824
16824,14568
14568,6734
6734,11847
11847,22183
22183,5556
5556,13049
13049,219
219,16184
16184,17674
17674,20104
20104,18554
18554,20290
20290,2156
12881,16188
16188,10230
10230,9209
9209,13106
13106,11366
11366,21065
21065,22812
22812,13531
13531,14108
14108,6601
6601,16743
16743,9765
9765,19903
19903,12354
12354,12328
12328,19937
19937,8174
8174,1755
1755,2893
2893,9136
9136,12574
12574,15071
15071,17149
17149,3720
3720,8566
8566,6173
6173,20723
20723,17300
17300,15330
15330,7849
7849,7014
7014,2726
2726,8893
5451,1710
1710,5290
5290,18191
18191,6165
6165,15901
15901,15488
21793,13819
13819,13826
13826,14395
14395,15962
15962,4436
4436,8108
8108,14515
14515,22891
22891,1818
1818,3795
3795,11745
11745,21700
21700,10511
10511,5366
5366,22747
22747,2156
2156,12395
12395,12881
12881,11793
11793,1612
1612,18540
18540,10032
10032,8223
8223,16176
16176,8374
8374,14354
14354,5342
5342,21016
21016,5841
13072,17726
17726,16293
16293,8815
8815,9540
9540,17692
17692,9745
9745,2893
2893,19101
17870,16034
16034,903
903,2167
2167,19663
19663,21515
21515,7767
7767,15962
10230,20892
20892,8833
8833,8174
8174,17559
17559,18341
18341,21917
18513,6434
6434,10052
10052,16825
16825,6692
6692,3351
3351,11366
11366,6562
6562,1470
1470,13931
13931,8084
8084,4537
4537,15071
12252,10500
10500,1970
1970,14670
14670,19226
19226,20909
20909,9540
9540,12402
12402,8849
8849,3072
3072,16286
16286,19663
19663,122
122,11034
11034,8536
8536,8804
8804,17870
17870,15962
15962,21185
21185,8371
8371,3685
3685,4139
4139,10935
10935,10951
10951,9153
1982,7711
7711,21976
21976,10237
10237,12847
12847,21700
21700,14915
14915,12881
12881,2571
2571,7066
7066,11126
11126,14432
14432,16767
16767,18266
18266,10844
10844,10487
10487,3140
3140,19471
19471,20180
20180,4916
19663,17559
17559,7188
7188,12098
12098,11096
11096,12415
12415,1919
1919,14278
14278,16374
16374,14728
14728,903
903,21012
21012,13804
13804,10230
10230,6998
6998,16227
16227,8849
8849,9615
9615,16286
16286,6501
6501,14310
14310,3770
3770,16036
16036,9640
9640,753
753,21656
21656,17516
17516,21413
21413,17307
17307,13651
13651,16795
16795,19078
19078,5736
5736,19475
19475,4139
4139,4173
4173,2997
2997,14432
14432,12729
12729,17530
17530,19471
19471,18442
18442,8235
8235,3424
3424,1133
1133,7552
7552,20850
3320,22420
22420,17149
17149,12209
12209,19870
19870,16615
16615,18621
18621,18513
18513,12534
12534,5509
5509,15816
15816,22854
22854,13218
13218,6227
6227,9466
9466,7855
7855,9645
9645,3776
3776,21020
21020,5520
5520,1839
1839,8682
8682,10365
10365,3826
3826,12952
12952,919
919,13171
13171,16767
16767,15254
15254,7790
7790,7014
7014,5019
5019,18472
18472,7034
5453,9006
9006,9370
9370,12098
12098,3582
3582,903
903,15829
15829,22638
22638,21550
21550,14736
14736,13660
13660,13583
13583,4834
4834,10862
10862,11086
11086,11579
11579,7093
7093,11738
11738,2694
2694,21700
21700,10379
10379,12881
12881,3431
3431,11096
11096,15962
15962,272
272,10833
10833,22752
22752,17226
17226,11089
11089,19098
19098,13392
13392,868
868,218
218,2111
2111,2397
2397,19471
19471,22888
22888,8813
8813,1204
1204,12376
12376,9972
9972,13185
13185,4117
4117,16748
16748,18341
18341,21197
21197,13783
13783,21750
21750,22488
22488,17281
17281,7014
7014,1870
9682,1562
1562,20091
20091,17939
17939,21515
21515,21753
21753,10230
10230,21127
21127,21020
21020,14031
14031,5293
5293,17031
17031,4419
4419,18278
18278,4135
4135,17355
17355,12073
12073,9466
9466,12574
12574,18341
18341,21813
21813,3073
3073,19306
19306,9620
9620,18014
18014,7486
7486,13118
13118,19564
19564,3166
3166,19143
10232,12551
12551,2880
2880,2010
2010,11745
11745,3582
3582,6471
6471,3065
3065,22329
22329,16149
16149,17870
17870,21700
21700,19663
19663,22190
22190,7763
7763,12840
12840,16063
16063,7014
2497,2893
2893,9476
9476,16549
16549,19663
19663,15563
15563,4385
4385,12861
10302,12051
12051,15618
15618,13309
13309,21515
21515,19663
19663,20919
21656,11970
11970,15327
15327,10487
10487,8954
8954,16455
16455,15135
15135,6946
6946,18370
18370,13263
19981,13579
13579,22876
22876,22086
22086,13994
13994,1307
1307,18180
18180,10211
10211,18472
18472,19263
14877,16114
16114,21700
21700,3431
3431,22752
22752,1887
1887,8374
8374,2793
2793,4409
4409,19964
20715,5409
5409,3582
3582,22858
22858,9999
9999,7564
7564,21369
4039,14670
14670,20532
20532,12418
12418,14031
14031,22005
22005,903
903,2156
2156,20290
20290,9249
9249,13613
13613,19981
19981,19663
19663,14354
14354,13945
13945,15962
15962,21239
21239,1567
1567,3348
3348,12881
12881,4281
4281,2092
2092,16117
16117,15669
15669,22434
22434,12657
12657,12324
12324,12287
12287,9479
10264,3766
3766,8475
8475,9389
9389,10562
10562,11086
11086,10509
10509,17510
17510,10186
10186,779
779,22924
22924,15683
15683,21516
21516,14515
14515,19602
19602,22953
22953,5735
5735,19663
19663,1204
1204,5985
5985,10732
10732,13273
13273,7837
7837,11956
11956,920
920,9318
9318,22237
22237,4063
4063,10414
16716,5191
5191,13806
13806,16188
16188,16590
16590,6670
534,1393
1393,5453
5453,19980
19980,16124
16124,14875
14875,10039
10039,3582
3582,16022
16022,4805
4805,903
903,16304
16304,8380
8380,19663
19663,14863
14863,7482
7482,21793
21793,19457
19457,8830
8830,16286
16286,9810
9810,14822
14822,7767
7767,1515
1515,18449
18449,15300
15300,20818
20818,17870
17870,11096
11096,14012
14012,21609
21609,6648
6648,153
153,15962
15962,11089
11089,5366
5366,14966
14966,13647
13647,10352
10352,14129
14129,16149
16149,15880
15880,12088
12088,1304
1304,14432
14432,14103
14103,16740
16740,10032
10032,11778
11778,22752
22752,12847
12847,15660
15660,5841
5841,10807
10807,21700
21700,16683
16683,2334
2334,8553
8553,4197
4197,19560
19560,21000
21000,10439
10439,7014
7014,21009
9500,16321
16321,17558
17558,15542
15542,9276
9276,19034
19034,9809
9809,12774
12774,532
532,19467
19467,11179
11179,6165
6165,18015
18015,158
158,11890
